Ensembl Gene ID	RefSeq mRNA	RefSeq Protein ID	RefSeq Predicted Protein ID
ENSG00000106070	NM_005311	NP_005302	
ENSG00000198003	NM_145045	NP_659482	
ENSG00000099617	NM_001405	NP_001396	
ENSG00000137561	NM_000370	NP_000361	
ENSG00000056097	NM_016107	NP_057191	
ENSG00000185842		NP_001138626	
ENSG00000185842		NP_001364	
ENSG00000106070			
ENSG00000182199	NM_001166357	NP_001159831	
ENSG00000182199	NM_001166357	NP_001159830	
ENSG00000182199	NM_001166357	NP_001159829	
ENSG00000182450	NM_033310	NP_201567	
ENSG00000158164	NM_021992	NP_068832	
ENSG00000158164	NM_021992	NP_919305	
ENSG00000134644	NM_014676	NP_055491	
ENSG00000254377			
ENSG00000115286			
ENSG00000198863	NM_173079	NP_775102	
ENSG00000056097			
ENSG00000158865	NM_052944	NP_443176	
ENSG00000134644	NM_001020658		
ENSG00000185842	NM_001373	NP_001138626	
ENSG00000185842	NM_001373	NP_001364	
ENSG00000131469	NM_000988	NP_000979	
ENSG00000115286	NM_024407	NP_077718	
ENSG00000134644	NM_001020658	NP_001018494	
ENSG00000158865			
ENSG00000182450	NM_001039496	NP_201567	
ENSG00000197530	NM_001170686	NP_001164157	
ENSG00000064601	NM_000308	NP_001121167	
ENSG00000064601	NM_000308	NP_000299	
ENSG00000134644		NP_001018494	
ENSG00000116754	NM_001190987	NP_001177916	
ENSG00000158571	NM_002625	NP_002616	
ENSG00000198515	NM_001142564	NP_001136036	
ENSG00000198515	NM_001142564	NP_000078	
ENSG00000158571			
ENSG00000064601	NM_001127695	NP_001121167	
ENSG00000143815	NM_002296	NP_919424	
ENSG00000143815	NM_194442	NP_919424	
ENSG00000143815	NM_002296	NP_002287	
ENSG00000143815	NM_194442	NP_002287	
ENSG00000064601			
ENSG00000197530	NM_001170687	NP_001164158	
ENSG00000198515	NM_000087	NP_000078	
ENSG00000143815			
ENSG00000116754	NM_004768	NP_004759	
ENSG00000116754	NM_001190987	NP_004759	
ENSG00000225073		NP_542165	
ENSG00000225073		NP_004631	
ENSG00000109323	NM_005908	NP_005899	
ENSG00000048052		NP_001191074	
ENSG00000048052		NP_001191073	
ENSG00000197530	NM_001170688	NP_001164159	
ENSG00000131269	NM_004299	NP_004290	
ENSG00000109323			
ENSG00000198515			
ENSG00000048052			
ENSG00000197530	NM_080875	NP_543151	
ENSG00000131269			
ENSG00000203691			
ENSG00000198042	NM_032509	NP_115898	
ENSG00000064601	NM_001167594	NP_001161066	
ENSG00000068079	NM_005533		
ENSG00000116754			
ENSG00000100266			
ENSG00000198042			
ENSG00000068079	NM_005533	NP_005524	
ENSG00000125962	NM_022838	NP_001161957	
ENSG00000125962	NM_001168478	NP_001161957	
ENSG00000125962	NM_001168485	NP_001161957	
ENSG00000125962	NM_001168480	NP_001161957	
ENSG00000125962	NM_001168482	NP_001161957	
ENSG00000125962	NM_001168479	NP_001161957	
ENSG00000125962	NM_022838	NP_001161954	
ENSG00000125962	NM_001168478	NP_001161954	
ENSG00000125962	NM_001168485	NP_001161954	
ENSG00000125962	NM_001168480	NP_001161954	
ENSG00000125962	NM_001168482	NP_001161954	
ENSG00000125962	NM_001168479	NP_001161954	
ENSG00000125962	NM_022838	NP_001161952	
ENSG00000125962	NM_001168478	NP_001161952	
ENSG00000125962	NM_001168485	NP_001161952	
ENSG00000125962	NM_001168480	NP_001161952	
ENSG00000125962	NM_001168482	NP_001161952	
ENSG00000125962	NM_001168479	NP_001161952	
ENSG00000125962	NM_022838	NP_001161951	
ENSG00000125962	NM_001168478	NP_001161951	
ENSG00000125962	NM_001168485	NP_001161951	
ENSG00000125962	NM_001168480	NP_001161951	
ENSG00000125962	NM_001168482	NP_001161951	
ENSG00000125962	NM_001168479	NP_001161951	
ENSG00000125962	NM_022838	NP_001161950	
ENSG00000125962	NM_001168478	NP_001161950	
ENSG00000125962	NM_001168485	NP_001161950	
ENSG00000125962	NM_001168480	NP_001161950	
ENSG00000125962	NM_001168482	NP_001161950	
ENSG00000125962	NM_001168479	NP_001161950	
ENSG00000125962	NM_022838	NP_073749	
ENSG00000125962	NM_001168478	NP_073749	
ENSG00000125962	NM_001168485	NP_073749	
ENSG00000125962	NM_001168480	NP_073749	
ENSG00000125962	NM_001168482	NP_073749	
ENSG00000125962	NM_001168479	NP_073749	
ENSG00000074603	NM_130434	NP_932064	
ENSG00000074603	NM_197960	NP_932064	
ENSG00000074603	NM_130434	NP_569118	
ENSG00000074603	NM_197960	NP_569118	
ENSG00000197530			
ENSG00000100908	NM_016049	NP_057133	
ENSG00000074603	NM_017743	NP_060213	
ENSG00000169016			
ENSG00000102879	NM_007074	NP_001180262	
ENSG00000102879	NM_001193333	NP_001180262	
ENSG00000102879	NM_007074	NP_009005	
ENSG00000102879	NM_001193333	NP_009005	
ENSG00000108828	NM_006373	NP_006364	
ENSG00000108828			
ENSG00000141316	NM_173847	NP_776246	
ENSG00000141316			
ENSG00000148057			
ENSG00000165914			
ENSG00000205923	NM_001048212	NP_001041677	
ENSG00000074603	NM_197961	NP_932065	
ENSG00000133874	NM_024787	NP_079063	
ENSG00000021762			
ENSG00000154380	NM_001008493	NP_001008493	
ENSG00000197530	NM_001170689	NP_001164160	
ENSG00000074603			
ENSG00000127824	NM_006000	NP_005991	
ENSG00000108830			
ENSG00000148057	NM_001001551	NP_001001551	
ENSG00000127824			
ENSG00000108830	NM_005440	NP_005431	
ENSG00000154380	NM_018212	NP_060682	
ENSG00000165914	NM_001010854		
ENSG00000154380			
ENSG00000082074	NM_199335	NP_955367	
ENSG00000148057	NM_001190727	NP_001177656	
ENSG00000081051	NM_001134	NP_001125	
ENSG00000108684	NM_183377	NP_899233	
ENSG00000081051			
ENSG00000228998			
ENSG00000238244			
ENSG00000048052	NM_001204148	NP_055522	
ENSG00000048052	NM_014707	NP_055522	
ENSG00000169016	NM_198256	NP_937987	
ENSG00000108684			
ENSG00000100266	NM_007229	NP_001171899	
ENSG00000100266	NM_001184970	NP_001171899	
ENSG00000100266	NM_007229	NP_009160	
ENSG00000100266	NM_001184970	NP_009160	
ENSG00000082074	NM_001243093	NP_001456	
ENSG00000082074	NM_001465	NP_001456	
ENSG00000164751	NM_000318	NP_001165558	
ENSG00000164751	NM_001172087	NP_001165558	
ENSG00000164751	NM_001079867	NP_001165558	
ENSG00000164751	NM_001172086	NP_001165558	
ENSG00000164751	NM_000318	NP_001165557	
ENSG00000164751	NM_001172087	NP_001165557	
ENSG00000164751	NM_001079867	NP_001165557	
ENSG00000164751	NM_001172086	NP_001165557	
ENSG00000164751	NM_000318	NP_001073336	
ENSG00000164751	NM_001172087	NP_001073336	
ENSG00000164751	NM_001079867	NP_001073336	
ENSG00000164751	NM_001172086	NP_001073336	
ENSG00000164751	NM_000318	NP_000309	
ENSG00000164751	NM_001172087	NP_000309	
ENSG00000164751	NM_001079867	NP_000309	
ENSG00000164751	NM_001172086	NP_000309	
ENSG00000196391			
ENSG00000108684	NM_001094	NP_001085	
ENSG00000144401			
ENSG00000196391	NM_001004309	NP_001004309	
ENSG00000167004	NM_005313	NP_005304	
ENSG00000100266	NM_001184971	NP_001171900	
ENSG00000143742	NM_003133	NP_003124	
ENSG00000167004			
ENSG00000082074			
ENSG00000164751			
ENSG00000143742	NM_001130440	NP_001123912	
ENSG00000144401	NM_145280	NP_001120867	
ENSG00000144401	NM_001127395	NP_001120867	
ENSG00000144401	NM_145280	NP_660323	
ENSG00000144401	NM_001127395	NP_660323	
ENSG00000123080	NM_078626	NP_523240	
ENSG00000123080	NM_001262	NP_523240	
ENSG00000123080	NM_078626	NP_001253	
ENSG00000123080	NM_001262	NP_001253	
ENSG00000143742			
ENSG00000108691	NM_002982	NP_002973	
ENSG00000197530	NM_080875		
ENSG00000165914	NM_001010854	NP_001010854	
ENSG00000203624	NM_014046	NP_054765	
ENSG00000248472			
ENSG00000143819			
ENSG00000203624			
ENSG00000204006	NM_001136508	NP_001129980	
ENSG00000100911	NM_002818	NP_002809	
ENSG00000257728			
ENSG00000147432			
ENSG00000224242			
ENSG00000115155	NM_004802	NP_004793	
ENSG00000082074	NM_001243093	NP_001230022	
ENSG00000115155	NM_194323	NP_919304	
ENSG00000147432	NM_000749	NP_000740	
ENSG00000173954			
ENSG00000169188	NM_014481	NP_055296	
ENSG00000143819	NM_000120	NP_000111	
ENSG00000143819	NM_001136018	NP_000111	
ENSG00000143819	NM_000120	NP_001129490	
ENSG00000143819	NM_001136018	NP_001129490	
ENSG00000123091	NM_014372	NP_055187	
ENSG00000115155	NM_194322	NP_919303	
ENSG00000182197	NM_000127	NP_000118	
ENSG00000162006			
ENSG00000182197			
ENSG00000162006	NM_001025190	NP_001020361	
ENSG00000119139			
ENSG00000137275	NM_003804	NP_003795	
ENSG00000048052	NM_178425	NP_848510	
ENSG00000048052	NM_178423	NP_848510	
ENSG00000137275			
ENSG00000106299	NM_003941	NP_003932	
ENSG00000138449	NM_014585	NP_055400	
ENSG00000140992	NM_002613	NP_002604	
ENSG00000106299			
ENSG00000100271			
ENSG00000048052	NM_001204147	NP_001191075	
ENSG00000048052	NM_001204146	NP_001191075	
ENSG00000048052	NM_001204145	NP_001191075	
ENSG00000048052	NM_001204144	NP_001191075	
ENSG00000107614	NM_004412		
ENSG00000138449			
ENSG00000147434	NM_004198	NP_004189	
ENSG00000021762	NM_020896	NP_065947	
ENSG00000228357	NM_014234	NP_055049	
ENSG00000147434	NM_001199279	NP_001186208	
ENSG00000140992	NM_031268	NP_112558	
ENSG00000147434			
ENSG00000021762	NM_145638	NP_001137535	
ENSG00000021762	NM_001144063	NP_001137535	
ENSG00000021762	NM_145638	NP_663613	
ENSG00000021762	NM_001144063	NP_663613	
ENSG00000133878	NM_024025	NP_076930	
ENSG00000133878			
ENSG00000115155	NM_194248	NP_919224	
ENSG00000140992			
ENSG00000115155			
ENSG00000079102	NM_001198679	NP_001185608	
ENSG00000079102	NM_001198634	NP_001185608	
ENSG00000079102	NM_001198633	NP_001185608	
ENSG00000079102	NM_001198632	NP_001185608	
ENSG00000079102	NM_001198631	NP_001185608	
ENSG00000079102	NM_001198630	NP_001185608	
ENSG00000079102	NM_001198629	NP_001185608	
ENSG00000079102	NM_001198628	NP_001185608	
ENSG00000079102	NM_001198627	NP_001185608	
ENSG00000079102	NM_001198626	NP_001185608	
ENSG00000079102	NM_001198625	NP_001185608	
ENSG00000079102	NM_004349	NP_001185608	
ENSG00000079102	NM_175635	NP_001185608	
ENSG00000079102	NM_175634	NP_001185608	
ENSG00000079102	NM_175636	NP_001185608	
ENSG00000079102	NM_001198679	NP_001185562	
ENSG00000079102	NM_001198634	NP_001185562	
ENSG00000079102	NM_001198633	NP_001185562	
ENSG00000079102	NM_001198632	NP_001185562	
ENSG00000079102	NM_001198631	NP_001185562	
ENSG00000079102	NM_001198630	NP_001185562	
ENSG00000079102	NM_001198629	NP_001185562	
ENSG00000079102	NM_001198628	NP_001185562	
ENSG00000079102	NM_001198627	NP_001185562	
ENSG00000079102	NM_001198626	NP_001185562	
ENSG00000079102	NM_001198625	NP_001185562	
ENSG00000079102	NM_004349	NP_001185562	
ENSG00000079102	NM_175635	NP_001185562	
ENSG00000079102	NM_175634	NP_001185562	
ENSG00000079102	NM_175636	NP_001185562	
ENSG00000079102	NM_001198679	NP_001185560	
ENSG00000079102	NM_001198634	NP_001185560	
ENSG00000079102	NM_001198633	NP_001185560	
ENSG00000079102	NM_001198632	NP_001185560	
ENSG00000079102	NM_001198631	NP_001185560	
ENSG00000079102	NM_001198630	NP_001185560	
ENSG00000079102	NM_001198629	NP_001185560	
ENSG00000079102	NM_001198628	NP_001185560	
ENSG00000079102	NM_001198627	NP_001185560	
ENSG00000079102	NM_001198626	NP_001185560	
ENSG00000079102	NM_001198625	NP_001185560	
ENSG00000079102	NM_004349	NP_001185560	
ENSG00000079102	NM_175635	NP_001185560	
ENSG00000079102	NM_175634	NP_001185560	
ENSG00000079102	NM_175636	NP_001185560	
ENSG00000079102	NM_001198679	NP_001185559	
ENSG00000079102	NM_001198634	NP_001185559	
ENSG00000079102	NM_001198633	NP_001185559	
ENSG00000079102	NM_001198632	NP_001185559	
ENSG00000079102	NM_001198631	NP_001185559	
ENSG00000079102	NM_001198630	NP_001185559	
ENSG00000079102	NM_001198629	NP_001185559	
ENSG00000079102	NM_001198628	NP_001185559	
ENSG00000079102	NM_001198627	NP_001185559	
ENSG00000079102	NM_001198626	NP_001185559	
ENSG00000079102	NM_001198625	NP_001185559	
ENSG00000079102	NM_004349	NP_001185559	
ENSG00000079102	NM_175635	NP_001185559	
ENSG00000079102	NM_175634	NP_001185559	
ENSG00000079102	NM_175636	NP_001185559	
ENSG00000079102	NM_001198679	NP_001185558	
ENSG00000079102	NM_001198634	NP_001185558	
ENSG00000079102	NM_001198633	NP_001185558	
ENSG00000079102	NM_001198632	NP_001185558	
ENSG00000079102	NM_001198631	NP_001185558	
ENSG00000079102	NM_001198630	NP_001185558	
ENSG00000079102	NM_001198629	NP_001185558	
ENSG00000079102	NM_001198628	NP_001185558	
ENSG00000079102	NM_001198627	NP_001185558	
ENSG00000079102	NM_001198626	NP_001185558	
ENSG00000079102	NM_001198625	NP_001185558	
ENSG00000079102	NM_004349	NP_001185558	
ENSG00000079102	NM_175635	NP_001185558	
ENSG00000079102	NM_175634	NP_001185558	
ENSG00000079102	NM_175636	NP_001185558	
ENSG00000079102	NM_001198679	NP_001185557	
ENSG00000079102	NM_001198634	NP_001185557	
ENSG00000079102	NM_001198633	NP_001185557	
ENSG00000079102	NM_001198632	NP_001185557	
ENSG00000079102	NM_001198631	NP_001185557	
ENSG00000079102	NM_001198630	NP_001185557	
ENSG00000079102	NM_001198629	NP_001185557	
ENSG00000079102	NM_001198628	NP_001185557	
ENSG00000079102	NM_001198627	NP_001185557	
ENSG00000079102	NM_001198626	NP_001185557	
ENSG00000079102	NM_001198625	NP_001185557	
ENSG00000079102	NM_004349	NP_001185557	
ENSG00000079102	NM_175635	NP_001185557	
ENSG00000079102	NM_175634	NP_001185557	
ENSG00000079102	NM_175636	NP_001185557	
ENSG00000079102	NM_001198679	NP_001185556	
ENSG00000079102	NM_001198634	NP_001185556	
ENSG00000079102	NM_001198633	NP_001185556	
ENSG00000079102	NM_001198632	NP_001185556	
ENSG00000079102	NM_001198631	NP_001185556	
ENSG00000079102	NM_001198630	NP_001185556	
ENSG00000079102	NM_001198629	NP_001185556	
ENSG00000079102	NM_001198628	NP_001185556	
ENSG00000079102	NM_001198627	NP_001185556	
ENSG00000079102	NM_001198626	NP_001185556	
ENSG00000079102	NM_001198625	NP_001185556	
ENSG00000079102	NM_004349	NP_001185556	
ENSG00000079102	NM_175635	NP_001185556	
ENSG00000079102	NM_175634	NP_001185556	
ENSG00000079102	NM_175636	NP_001185556	
ENSG00000079102	NM_001198679	NP_001185555	
ENSG00000079102	NM_001198634	NP_001185555	
ENSG00000079102	NM_001198633	NP_001185555	
ENSG00000079102	NM_001198632	NP_001185555	
ENSG00000079102	NM_001198631	NP_001185555	
ENSG00000079102	NM_001198630	NP_001185555	
ENSG00000079102	NM_001198629	NP_001185555	
ENSG00000079102	NM_001198628	NP_001185555	
ENSG00000079102	NM_001198627	NP_001185555	
ENSG00000079102	NM_001198626	NP_001185555	
ENSG00000079102	NM_001198625	NP_001185555	
ENSG00000079102	NM_004349	NP_001185555	
ENSG00000079102	NM_175635	NP_001185555	
ENSG00000079102	NM_175634	NP_001185555	
ENSG00000079102	NM_175636	NP_001185555	
ENSG00000079102	NM_001198679	NP_783554	
ENSG00000079102	NM_001198634	NP_783554	
ENSG00000079102	NM_001198633	NP_783554	
ENSG00000079102	NM_001198632	NP_783554	
ENSG00000079102	NM_001198631	NP_783554	
ENSG00000079102	NM_001198630	NP_783554	
ENSG00000079102	NM_001198629	NP_783554	
ENSG00000079102	NM_001198628	NP_783554	
ENSG00000079102	NM_001198627	NP_783554	
ENSG00000079102	NM_001198626	NP_783554	
ENSG00000079102	NM_001198625	NP_783554	
ENSG00000079102	NM_004349	NP_783554	
ENSG00000079102	NM_175635	NP_783554	
ENSG00000079102	NM_175634	NP_783554	
ENSG00000079102	NM_175636	NP_783554	
ENSG00000079102	NM_001198679	NP_783553	
ENSG00000079102	NM_001198634	NP_783553	
ENSG00000079102	NM_001198633	NP_783553	
ENSG00000079102	NM_001198632	NP_783553	
ENSG00000079102	NM_001198631	NP_783553	
ENSG00000079102	NM_001198630	NP_783553	
ENSG00000079102	NM_001198629	NP_783553	
ENSG00000079102	NM_001198628	NP_783553	
ENSG00000079102	NM_001198627	NP_783553	
ENSG00000079102	NM_001198626	NP_783553	
ENSG00000079102	NM_001198625	NP_783553	
ENSG00000079102	NM_004349	NP_783553	
ENSG00000079102	NM_175635	NP_783553	
ENSG00000079102	NM_175634	NP_783553	
ENSG00000079102	NM_175636	NP_783553	
ENSG00000079102	NM_001198679	NP_783552	
ENSG00000079102	NM_001198634	NP_783552	
ENSG00000079102	NM_001198633	NP_783552	
ENSG00000079102	NM_001198632	NP_783552	
ENSG00000079102	NM_001198631	NP_783552	
ENSG00000079102	NM_001198630	NP_783552	
ENSG00000079102	NM_001198629	NP_783552	
ENSG00000079102	NM_001198628	NP_783552	
ENSG00000079102	NM_001198627	NP_783552	
ENSG00000079102	NM_001198626	NP_783552	
ENSG00000079102	NM_001198625	NP_783552	
ENSG00000079102	NM_004349	NP_783552	
ENSG00000079102	NM_175635	NP_783552	
ENSG00000079102	NM_175634	NP_783552	
ENSG00000079102	NM_175636	NP_783552	
ENSG00000132470	NM_001005731	NP_001005731	
ENSG00000079102	NM_004349	NP_001185561	
ENSG00000079102	NM_004349	NP_001185554	
ENSG00000079102	NM_004349	NP_004340	
ENSG00000048052	NM_058176	NP_478056	
ENSG00000048052	NM_178425	NP_848512	
ENSG00000135924	NM_006736	NP_006727	
ENSG00000100271	NM_012263	NP_036395	
ENSG00000135924			
ENSG00000235107		NP_002922	
ENSG00000048052		NP_001191077	
ENSG00000135924	NM_001039550	NP_001034639	
ENSG00000007376	NM_058192	NP_478072	
ENSG00000048052		NP_001191076	
ENSG00000180828	NM_152414	NP_689627	
ENSG00000114529			
ENSG00000155066	NM_144707	NP_001159449	
ENSG00000155066	NM_001165977	NP_001159449	
ENSG00000155066	NM_001165978	NP_001159449	
ENSG00000155066	NM_144707	NP_001159450	
ENSG00000155066	NM_001165977	NP_001159450	
ENSG00000155066	NM_001165978	NP_001159450	
ENSG00000155066	NM_144707	NP_653308	
ENSG00000155066	NM_001165977	NP_653308	
ENSG00000155066	NM_001165978	NP_653308	
ENSG00000107614	NM_004412	NP_004403	
ENSG00000107614			
ENSG00000114529	NM_024616	NP_078892	
ENSG00000163394	NM_000730	NP_000721	
ENSG00000158578	NM_000032	NP_000023	
ENSG00000108688	NM_006273	NP_006264	
ENSG00000196187	NM_014698	NP_055513	
ENSG00000172817	NM_004820	NP_004811	
ENSG00000079102			
ENSG00000149503	NM_020238	NP_001035784	
ENSG00000149503	NM_001040694	NP_001035784	
ENSG00000131931	NM_018105	NP_060575	
ENSG00000108688			
ENSG00000149503			
ENSG00000131931	NM_199003	NP_945354	
ENSG00000158578	NM_001037968	NP_001033057	
ENSG00000158578	NM_001037967	NP_001033057	
ENSG00000158578	NM_001037968	NP_001033056	
ENSG00000158578	NM_001037967	NP_001033056	
ENSG00000149503	NM_020238	NP_064623	
ENSG00000254081			
ENSG00000114529	NM_001171747	NP_001165218	
ENSG00000131931			
ENSG00000169567	NM_005340	NP_005331	
ENSG00000168229	NM_000953	NP_000944	
ENSG00000169567			
ENSG00000168229			
ENSG00000196187			
ENSG00000219435	NM_001039496	NP_001034585	
ENSG00000226033	NM_004197	NP_004188	
ENSG00000226033	NM_032454	NP_004188	
ENSG00000219435			
ENSG00000158578			
ENSG00000109680			
ENSG00000226033		NP_115830	
ENSG00000155066			
ENSG00000132470	NM_000213	NP_000204	
ENSG00000132470	NM_001005619	NP_001005619	
ENSG00000243709	NM_020997	NP_066277	
ENSG00000249967			
ENSG00000085831			
ENSG00000203942	NM_001009997	NP_001009997	
ENSG00000255835			
ENSG00000175161	NM_001167675	NP_001161147	
ENSG00000226033			
ENSG00000175161	NM_001167674	NP_001161146	
ENSG00000109163	NM_000406	NP_000397	
ENSG00000171160	NM_178832	NP_849154	
ENSG00000171160	NM_001098831	NP_849154	
ENSG00000171160	NM_178832	NP_001092301	
ENSG00000171160	NM_001098831	NP_001092301	
ENSG00000175161	NM_153184	NP_694854	
ENSG00000137218	NM_006653	NP_006644	
ENSG00000171160			
ENSG00000109163	NM_001012763	NP_001012781	
ENSG00000137218			
ENSG00000150667	NM_152597	NP_689810	
ENSG00000106302			
ENSG00000104442	NM_018120	NP_060590	
ENSG00000149305	NM_006028	NP_006019	
ENSG00000119139	NM_004817	NP_004808	
ENSG00000104442			
ENSG00000149305			
ENSG00000184302	NM_007374	NP_031400	
ENSG00000119139	NM_201629	NP_001163885	
ENSG00000119139	NM_201629	NP_963923	
ENSG00000180539	NM_207511	NP_997394	
ENSG00000106302	NM_012269	NP_036401	
ENSG00000126778	NM_005982	NP_005973	
ENSG00000126778			
ENSG00000119139	NM_001170630	NP_001164101	
ENSG00000198000	NM_017948	NP_060418	
ENSG00000180549	NM_004479	NP_004470	
ENSG00000172156	NM_002986	NP_002977	
ENSG00000106304			
ENSG00000119139	NM_001170415	NP_001163886	
ENSG00000119139	NM_001170416	NP_001163887	
ENSG00000119139	NM_001170414	NP_001163885	
ENSG00000140575	NM_003870	NP_003861	
ENSG00000186687	NM_181705	NP_859056	
ENSG00000198000			
ENSG00000106304	NM_153189	NP_001167517	
ENSG00000106304	NM_001174046	NP_001167517	
ENSG00000106304	NM_001174044	NP_001167517	
ENSG00000106304	NM_001174045	NP_001167517	
ENSG00000106304	NM_153189	NP_001167516	
ENSG00000106304	NM_001174046	NP_001167516	
ENSG00000106304	NM_001174044	NP_001167516	
ENSG00000106304	NM_001174045	NP_001167516	
ENSG00000106304	NM_153189	NP_001167515	
ENSG00000106304	NM_001174046	NP_001167515	
ENSG00000106304	NM_001174044	NP_001167515	
ENSG00000106304	NM_001174045	NP_001167515	
ENSG00000106304	NM_153189	NP_694859	
ENSG00000106304	NM_001174046	NP_694859	
ENSG00000106304	NM_001174044	NP_694859	
ENSG00000106304	NM_001174045	NP_694859	
ENSG00000108700	NM_005623	NP_005614	
ENSG00000186687			
ENSG00000156687	NM_080872	NP_543148	
ENSG00000106304	NM_003117	NP_003108	
ENSG00000079102		NP_001185563	
ENSG00000079102		NP_783554	
ENSG00000079102		NP_783553	
ENSG00000012048	NM_007294	NP_009228	
ENSG00000012048	NM_007294	NP_009225	
ENSG00000156687			
ENSG00000085831	NM_001080494	NP_001138304	
ENSG00000085831	NM_001144832	NP_001138304	
ENSG00000130175	NM_002743	NP_002734	
ENSG00000109680	NM_018317	NP_060787	
ENSG00000153802	NM_004262	NP_004253	
ENSG00000130175	NM_001001329	NP_001001329	
ENSG00000074966	NM_003328	NP_003319	
ENSG00000156687	NM_080872		
ENSG00000111530	NM_018448	NP_060918	
ENSG00000074966			
ENSG00000119986	NM_021732	NP_068378	
ENSG00000153802			
ENSG00000172717			
ENSG00000143811	NM_013328	NP_037460	
ENSG00000228263	NM_025257	NP_001171516	
ENSG00000228263	NM_025257	NP_079533	
ENSG00000228263			
ENSG00000107281			
ENSG00000111530			
ENSG00000085831	NM_001080494	NP_001073963	
ENSG00000012048	NM_007299	NP_009230	
ENSG00000206538	NM_016206	NP_057290	
ENSG00000206538			
ENSG00000107281	NM_015392	NP_056207	
ENSG00000172717	NM_173526	NP_775797	
ENSG00000166736	NM_000869		
ENSG00000012048			
ENSG00000101981	NM_000133	NP_000124	
ENSG00000228263	NM_001178044	NP_001171515	
ENSG00000101981			
ENSG00000125384			
ENSG00000177699			
ENSG00000235711	NM_001146341	NP_001139813	
ENSG00000181374	NM_005408	NP_005399	
ENSG00000228263	NM_001178045	NP_001171516	
ENSG00000257352			
ENSG00000166736			
ENSG00000120925	NM_001160224	NP_001153696	
ENSG00000125384	NM_000956	NP_000947	
ENSG00000171033	NM_006823	NP_862822	
ENSG00000171033	NM_181839	NP_862822	
ENSG00000171033	NM_006823	NP_006814	
ENSG00000171033	NM_181839	NP_006814	
ENSG00000012048	NM_007297	NP_009228	
ENSG00000157985			
ENSG00000124593	NM_001134493		
ENSG00000108702	NM_002981	NP_002972	
ENSG00000120925	NM_030954	NP_001153697	
ENSG00000120925	NM_001160223	NP_001153697	
ENSG00000120925	NM_030954	NP_112216	
ENSG00000120925	NM_001160223	NP_112216	
ENSG00000120925	NM_030954	NP_001153695	
ENSG00000120925	NM_001160223	NP_001153695	
ENSG00000166736	NM_001161772	NP_001155244	
ENSG00000197322	NM_207454	NP_997337	
ENSG00000120925			
ENSG00000143811			
ENSG00000135018	NM_013438	NP_038466	
ENSG00000166557	NM_007364	NP_031390	
ENSG00000234794			
ENSG00000124593	NM_013397	NP_037529	
ENSG00000166736	NM_213621	NP_998786	
ENSG00000166736	NM_000869	NP_000860	
ENSG00000120925	NM_001160225	NP_001153697	
ENSG00000166557			
ENSG00000100625	NM_017420	NP_059116	
ENSG00000124593			
ENSG00000135018	NM_053067	NP_444295	
ENSG00000100625			
ENSG00000130005	NM_000156	NP_000147	
ENSG00000181291	NM_207313	NP_997196	
ENSG00000135018			
ENSG00000169330	NM_015206	NP_056021	
ENSG00000130005	NM_138924	NP_620279	
ENSG00000012048	NM_007298	NP_009229	
ENSG00000120925	NM_001160225	NP_112216	
ENSG00000120925	NM_001160225	NP_001153695	
ENSG00000157985	NM_001037131	NP_001032208	
ENSG00000157985	NM_014914	NP_055729	
ENSG00000132141	NM_001193529	NP_001180458	
ENSG00000143768	NM_003240	NP_003231	
ENSG00000215186	NM_018652	NP_061122	
ENSG00000155254	NM_031484	NP_113672	
ENSG00000132141	NM_006584	NP_006575	
ENSG00000132141	NM_001193530	NP_001180459	
ENSG00000143768	NM_001172425	NP_001165896	
ENSG00000256340			
ENSG00000196208	NM_014668	NP_055483	
ENSG00000092098	NM_017999	NP_060469	
ENSG00000196208	NM_148903	NP_683701	
ENSG00000166669			
ENSG00000129295	NM_012472	NP_036604	
ENSG00000196208			
ENSG00000129295			
ENSG00000071626	NM_018959	NP_061832	
ENSG00000071626	NM_170711	NP_733829	
ENSG00000165816			
ENSG00000196208	NM_033090	NP_149081	
ENSG00000165816	NM_198496	NP_940898	
ENSG00000158985			
ENSG00000115268	NM_001018	NP_001009	
ENSG00000185825	NM_005745	NP_005736	
ENSG00000185825	NM_001139441	NP_005736	
ENSG00000185825	NM_005745	NP_001132913	
ENSG00000185825	NM_001139441	NP_001132913	
ENSG00000134419	NM_001019	NP_001010	
ENSG00000134419	NM_001030009	NP_001010	
ENSG00000134419	NM_001019	NP_001025180	
ENSG00000134419	NM_001030009	NP_001025180	
ENSG00000147872	NM_001122	NP_001113	
ENSG00000092098			
ENSG00000138381	NM_019048	NP_061921	
ENSG00000166669	NM_024997	NP_079273	
ENSG00000147872			
ENSG00000196361	NM_001420	NP_001411	
ENSG00000158985	NM_020240	NP_001033791	
ENSG00000158985	NM_001038702	NP_001033791	
ENSG00000158985	NM_020240	NP_064625	
ENSG00000158985	NM_001038702	NP_064625	
ENSG00000196361	NM_032281	NP_115657	
ENSG00000127586			
ENSG00000138381			
ENSG00000198783	NM_052857	NP_443089	
ENSG00000115266	NM_005883	NP_005874	
ENSG00000161914	NM_138783	NP_620138	
ENSG00000234224	NM_001136002	NP_001129474	
ENSG00000143751	NM_152608	NP_689821	
ENSG00000204930			
ENSG00000185825	NM_001139457	NP_005736	
ENSG00000185825	NM_001139457	NP_001132929	
ENSG00000185825	NM_001139457	NP_001132913	
ENSG00000166073	NM_007223	NP_009154	
